author,floor,floors_count,rooms_count,total_meters,price,district,street,underground,residential_complex,line,area,eco_rating,insufficient_infrastructure,convenient_for_life,very_convenient_for_life,few_entertainment,cultural,entertainment,cultural_entertainment,top_residential_infrastructure,square,population,housing_fund_area,line_count,author_count,author_more,floor_position,house_category,population_density
ID 70159671,11,19,4,158.8,59490000,Даниловский,Симоновская набережная,Автозаводская,FORIVER,Московское центральное кольцо,ЮАО,9,60,24,16,11,4,18,67,115.0,12.6,94316,2847.4,1315,2,0,0,5,7485.4
Группа Родина,-1,-1,-1,20.0,8815400,не указано,не указано,Ольховая,не указано,Сокольническая линия,None,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1,-1.0,1452,54,1,2,1,1.0
Навигатор,2,12,2,47.0,11700000,Можайский,Говорова,Сетунь,не указано,None,ЗАО,4,25,75,0,95,0,5,0,91.0,10.73,138610,2655.9,-1,38,1,0,4,12917.99
VESTADOM,2,12,4,170.0,69900000,Пресненский,Большой Тишинский переулок,Улица 1905 года,не указано,Таганско-Краснопресненская линия,ЦАО,6,17,27,56,16,0,30,54,49.0,11.7,128062,1416.4,991,13,1,0,4,10945.47
Homeapp,2,15,2,57.4,16500000,Измайлово,Измайловский проезд,Измайловская,не указано,Арбатско-Покровская линия,ВАО,2,3,97,0,27,49,8,16,37.0,15.24,107381,2055.9,1065,553,1,0,4,7046.0
Cristall Realty,18,21,5,125.0,120000000,Пресненский,Мантулинская,Деловой центр,City Park,Большая кольцевая линия,ЦАО,6,17,27,56,16,0,30,54,49.0,11.7,128062,1416.4,1525,60,1,0,5,10945.47
А101,6,16,4,86.3,15528987,не указано,не указано,Бунинская аллея,не указано,Бутовская линия Лёгкого метро,None,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1,-1.0,303,305,1,0,4,1.0
Moscow Estate,4,17,5,116.8,34000000,Черемушки,Наметкина,Новые Черёмушки,не указано,Калужско-Рижская линия,None,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1,-1.0,977,18,1,0,5,1.0
Кварта-ПИК БРОКЕР,6,16,1,36.2,8206000,Очаково-Матвеевское,Аминьевское шоссе,Кунцевская,не указано,Филёвская линия,ЗАО,7,40,60,0,100,0,0,0,111.0,17.54,130742,2255.1,896,15,1,0,4,7453.93
Premium Moscow,19,21,5,202.75,200000000,Пресненский,Жилой Лаки кв-л,Беговая,Lucky,Таганско-Краснопресненская линия,ЦАО,6,17,27,56,16,0,30,54,49.0,11.7,128062,1416.4,991,33,1,0,5,10945.47
BLACK MOSCOW CITY,42,78,2,99.0,69500000,Пресненский,1-й Красногвардейский проезд,Тестовская,NEVA TOWERS,None,ЦАО,6,17,27,56,16,0,30,54,49.0,11.7,128062,1416.4,-1,9,1,0,6,10945.47
Галс-Девелопмент,6,6,1,81.65,179646330,Замоскворечье,Космодамианская набережная,Новокузнецкая,Клубный дом Космо 4/22,Замоскворецкая линия,ЦАО,6,10,17,73,0,0,0,100,12.0,4.32,59105,1072.3,1297,27,1,2,3,13681.71
ЦАН,2,14,1,39.0,10500000,Ярославский,Ярославское шоссе,Ростокино,не указано,Московское центральное кольцо,СВАО,4,39,61,0,83,0,14,3,109.0,7.99,98108,1404.5,1315,5,1,0,4,12278.85
NF Group - ex-Knight Frank Russia,4,8,3,100.6,154646600,Хамовники,Льва Толстого,Парк Культуры,Литератор,None,ЦАО,4,6,44,50,0,6,2,92,13.0,10.08,109218,2559.6,-1,318,1,0,3,10835.12
Savoir realty,6,6,5,300.0,558069670,Хамовники,Бутиковский переулок,не указано,Cooper house,None,ЦАО,4,6,44,50,0,6,2,92,13.0,10.08,109218,2559.6,-1,5,1,2,3,10835.12
IKON Development,18,21,2,63.1,45781321,Басманный,Земляной Вал,Чкаловская,Дом Chkalov,Люблинско-Дмитровская линия,ЦАО,6,6,22,72,1,0,8,91,9.0,8.37,110694,1991.8,569,16,1,0,5,13225.09
Gethome,11,16,4,160.18,130000000,Пресненский,Звенигородское шоссе,Улица 1905 года,Дизайнерский дом Eleven,Таганско-Краснопресненская линия,ЦАО,6,17,27,56,16,0,30,54,49.0,11.7,128062,1416.4,991,68,1,0,4,10945.47
Homeapp,1,14,3,64.4,13500000,Можайский,Можайское шоссе,Рабочий поселок,не указано,None,ЗАО,4,25,75,0,95,0,5,0,91.0,10.73,138610,2655.9,-1,553,1,1,4,12917.99
Денис Зубрилин,19,25,1,38.4,14600000,Проспект Вернадского,Удальцова,Проспект Вернадского,Квартал на Ленинском,Большая кольцевая линия,ЗАО,4,20,21,59,26,3,71,0,61.0,4.65,63659,1831.0,1525,2,0,0,5,13690.11
А101,11,16,1,37.4,11622695,не указано,не указано,Улица Скобелевская,не указано,Бутовская линия Лёгкого метро,None,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1,-1.0,303,305,1,0,4,1.0
ZIP Realty,1,9,-1,10.85,5111111,Сокол,Зорге,Зорге,не указано,Московское центральное кольцо,САО,8,4,81,15,15,30,22,33,35.0,3.72,59507,1163.5,1315,50,1,1,3,15996.51
Century 21 Premium Property,22,22,2,38.0,17950000,Хорошево-Мневники,3-я Хорошевская,Зорге,Хорошевский,Московское центральное кольцо,None,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1,-1.0,1315,108,1,2,5,1.0
ПИК,9,33,3,75.26,18754792,Рязанский,Михайлова,Окская,Михайловский парк,Некрасовская линия,ЮВАО,8,0,100,0,38,0,60,2,27.0,6.49,109733,2025.9,214,1263,1,0,5,16908.01
Метриум-Премиум Городская недвижимость,30,41,4,145.6,77989000,Хорошевский,Ленинградский проспект,Аэропорт,Прайм Парк,Замоскворецкая линия,None,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1,-1.0,1297,99,1,0,5,1.0
Основа,7,20,-1,26.15,6851300,Северный,Федора Дубовицкого,Новодачная,ФизтехСити,None,СВАО,2,100,0,0,100,0,0,0,118.0,10.29,38551,620.0,-1,169,1,0,5,3746.45
Группа Эталон,2,17,1,43.5,16297308,Даниловский,не указано,Технопарк,Шагал ЖК,Замоскворецкая линия,ЮАО,9,60,24,16,11,4,18,67,115.0,12.6,94316,2847.4,1297,102,1,0,5,7485.4
MCRealty,36,78,2,86.0,55000000,Пресненский,1-й Красногвардейский проезд,Тестовская,NEVA TOWERS,None,ЦАО,6,17,27,56,16,0,30,54,49.0,11.7,128062,1416.4,-1,44,1,0,6,10945.47
Галс-Девелопмент,5,5,4,183.1,174494300,Арбат,Поварская,Арбатская,De Luxe квартал апартаментов ,Филёвская линия,ЦАО,6,0,0,100,0,0,0,100,1.0,2.11,36125,731.0,896,27,1,2,2,17120.85
Виктория Ворожбицкая,17,23,-1,22.7,7250000,Западное Дегунино,Дегунинская,Селигерская,не указано,Люблинско-Дмитровская линия,САО,7,4,96,0,64,0,36,0,40.0,7.53,84163,1385.1,569,1,0,0,5,11177.02
А101,2,19,2,37.7,8403336,не указано,не указано,Бунинская аллея,не указано,Бутовская линия Лёгкого метро,None,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1,-1.0,303,305,1,0,5,1.0
ID 413522,2,7,4,249.3,350000000,Хамовники,переулок Коробейников,Кропоткинская,Кристалл Хаус,Сокольническая линия,ЦАО,4,6,44,50,0,6,2,92,13.0,10.08,109218,2559.6,1452,34,1,0,3,10835.12
Велесстрой,24,24,5,147.28,69589800,Фили-Давыдково,Кастанаевская,Кунцевская,Shome,Арбатско-Покровская линия,ЗАО,6,13,81,6,83,0,17,0,69.0,6.96,115128,2388.6,1065,75,1,2,5,16541.38
Велесстрой,3,24,1,37.7,17029844,Фили-Давыдково,Кастанаевская,Кунцевская,Shome,Филёвская линия,ЗАО,6,13,81,6,83,0,17,0,69.0,6.96,115128,2388.6,896,75,1,0,5,16541.38
Intermark Real Estate - ранее Savills - городская недвижимость,3,7,5,252.1,336370760,Хамовники,Большой Левшинский переулок,Смоленская,Дворянское гнездо,Арбатско-Покровская линия,ЦАО,4,6,44,50,0,6,2,92,13.0,10.08,109218,2559.6,1065,225,1,0,3,10835.12
ПИК,2,33,2,52.6,12810835,Южное Медведково,не указано,Бабушкинская,Полярная 25 ЖК,Калужско-Рижская линия,СВАО,5,35,65,0,88,0,12,0,104.0,3.88,85698,1355.3,977,1263,1,0,5,22087.11
ID 66033005,12,14,1,37.6,13200000,Солнцево,Боровское шоссе,Говорово,Мещерский лес,Солнцевская линия,ЗАО,5,29,71,0,100,0,0,0,98.0,11.29,126456,2058.4,1062,2,0,0,4,11200.71
НДВ,1,9,2,37.4,11590000,Беговой,Расковой переулок,Белорусская,не указано,Кольцевая линия,САО,5,9,36,55,0,0,23,77,22.0,5.56,42781,791.1,597,83,1,1,3,7694.42
FS PROPERTY,27,31,5,212.0,115000000,Очаково-Матвеевское,Нежинская,Славянский бульвар,Кутузовская Ривьера,Арбатско-Покровская линия,ЗАО,7,40,60,0,100,0,0,0,111.0,17.54,130742,2255.1,1065,40,1,0,5,7453.93
Аеон-Девелопмент,34,45,3,86.0,44474603,Дорогомилово,Кутузовский проезд,Фили,River Park Towers Кутузовский,Филёвская линия,ЗАО,6,12,15,73,0,0,27,73,19.0,7.95,76093,1906.2,896,43,1,0,5,9571.45
МИР,17,18,2,52.4,8950000,Некрасовка,Вертолетчиков,не указано,мой адрес На Вертолетчиков,None,ЮВАО,7,67,33,0,100,0,0,0,116.0,5.58,71943,385.5,-1,9,1,0,5,12893.01
TEKTA GROUP,5,15,2,49.8,24003600,Даниловский,проспект Лихачева,Технопарк,Квартал на набережной NOW,Замоскворецкая линия,ЮАО,9,60,24,16,11,4,18,67,115.0,12.6,94316,2847.4,1297,61,1,0,4,7485.4
не указано,15,16,1,37.5,7770000,Гольяново,Красноярская,Щелковская,не указано,None,ВАО,5,20,80,0,83,0,17,0,83.0,14.99,163009,3024.1,-1,202,1,0,4,10874.52
Kalinka Group,36,36,2,87.0,75000000,Хорошево-Мневники,Шелепихинская набережная,Шелепиха,Сердце Столицы,Московское центральное кольцо,None,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1,-1.0,1315,207,1,2,5,1.0
Основа,19,31,1,26.87,12360200,Марфино,не указано,Владыкино,Вери ЖК,Московское центральное кольцо,СВАО,4,33,67,0,83,6,11,0,103.0,2.97,35387,711.1,1315,169,1,0,5,11914.81
ID 80301916,1,4,2,35.0,5844000,Покровское-Стрешнево,Волоколамское шоссе,Трикотажная,не указано,None,СЗАО,5,29,54,17,71,8,21,0,93.0,12.9,59402,1006.7,-1,24,1,1,2,4604.81
ПИК,14,17,3,87.3,12859290,Южное Бутово,не указано,Щербинка,Никольские Луга ЖК,None,ЮЗАО,7,21,42,37,76,0,24,0,78.0,25.54,210676,4195.0,-1,1263,1,0,5,8248.86
Immo Consulting,2,4,5,131.0,74900000,Пресненский,Малая Бронная,Тверская,не указано,Замоскворецкая линия,ЦАО,6,17,27,56,16,0,30,54,49.0,11.7,128062,1416.4,1297,3,1,0,2,10945.47
Группа Эталон,18,19,2,75.0,44744243,Алексеевский,Новоалексеевская,Алексеевская,Серебряный фонтан,Калужско-Рижская линия,СВАО,5,17,57,26,6,3,54,37,72.0,5.29,80534,1607.9,977,102,1,0,5,15223.82
PRIME,9,16,5,136.0,90000000,Раменки,проспект Генерала Дорохова,Минская,West Garden,Солнцевская линия,ЗАО,4,26,64,10,76,11,10,3,90.0,18.54,141610,3511.2,1062,25,1,0,4,7638.08
Capital Mars,3,5,5,187.0,73000000,Тверской,Большая Дмитровка,Чеховская,не указано,Серпуховско-Тимирязевская линия,ЦАО,5,0,15,85,0,0,0,100,2.0,7.27,77864,1253.3,807,27,1,0,2,10710.32
Intermark Real Estate - ранее Savills - городская недвижимость,7,7,5,242.0,145000000,Пресненский,Никитский бульвар,Арбатская,не указано,Филёвская линия,ЦАО,6,17,27,56,16,0,30,54,49.0,11.7,128062,1416.4,896,225,1,2,3,10945.47
ПИК,5,9,1,20.1,4876099,Южное Бутово,не указано,Щербинка,Никольские Луга ЖК,None,ЮЗАО,7,21,42,37,76,0,24,0,78.0,25.54,210676,4195.0,-1,1263,1,0,3,8248.86
Homeapp,11,11,2,57.1,25400000,Дорогомилово,1812 года,Парк Победы,не указано,Арбатско-Покровская линия,ЗАО,6,12,15,73,0,0,27,73,19.0,7.95,76093,1906.2,1065,553,1,2,4,9571.45
Времена года,7,11,5,350.0,250000000,Пресненский,2-я Черногрязская,Беговая,RedSide,Таганско-Краснопресненская линия,ЦАО,6,17,27,56,16,0,30,54,49.0,11.7,128062,1416.4,991,31,1,0,4,10945.47
BARNES International Realty,7,12,3,100.3,47141000,Тверской,2-я Брестская,Маяковская,Резиденция Тверская,Замоскворецкая линия,ЦАО,5,0,15,85,0,0,0,100,2.0,7.27,77864,1253.3,1297,143,1,0,4,10710.32
Vesco Realty,4,5,4,171.0,67400000,Басманный,Большой Козловский переулок,Красные ворота,не указано,Сокольническая линия,ЦАО,6,6,22,72,1,0,8,91,9.0,8.37,110694,1991.8,1452,73,1,0,2,13225.09
Homeapp,4,12,2,44.5,15900000,Пресненский,Шелепихинское шоссе,Шелепиха,не указано,Большая кольцевая линия,ЦАО,6,17,27,56,16,0,30,54,49.0,11.7,128062,1416.4,1525,553,1,0,4,10945.47
МИЦ,-1,-1,-1,202.0,4223870,не указано,не указано,Филатов Луг,не указано,None,None,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1,-1.0,-1,194,1,2,1,1.0
Ключи,3,12,1,31.1,8500000,Текстильщики,Грайвороновская,Текстильщики,не указано,Большая кольцевая линия,ЮВАО,6,14,49,37,65,9,9,17,53.0,5.92,105267,1638.7,1525,24,1,0,4,17781.59
BARNES International Realty,3,4,3,158.0,165000000,Якиманка,3-й Кадашевский переулок,Третьяковская,Кадашевские палаты,Калининская линия,ЦАО,4,5,67,28,0,0,11,89,33.0,4.8,27672,788.7,156,143,1,0,2,5765.0
Level Group,4,4,5,133.8,381020156,Хамовники,Саввинская набережная,Киевская,Саввинская 17 от Level,Арбатско-Покровская линия,ЦАО,4,6,44,50,0,6,2,92,13.0,10.08,109218,2559.6,1065,232,1,2,2,10835.12
ФСК,12,26,2,56.4,23859343,Хорошевский,Зорге,Зорге,Рихард,Московское центральное кольцо,None,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1.0,-1,-1.0,1315,238,1,0,5,1.0
